FID,ID_UCA,CATEGORIA,DESC_CATEGORIA,COMPETENCIA,NOME,TIPO_USO,LEGISLACAO,GEOMETRIA
PARQUE.229,229,PRQ,Parque,MUNICIPAL,Parque Ecológico e Cultural Fernando Roquete Reis,PROTEÇÃO INTEGRAL,Lei Municipal n°. 9.076/2005,"MULTIPOLYGON (((616125.986090661 7803641.71234418, 616149.989743407 7803610.56868338, 616108.727538549 7803563.16833158, 616109.156322453 7803561.19873249, 616117.163037264 7803538.87327677, 616126.860150156 7803521.71676893, 616135.707941086 7803507.07974825, 616139.253654133 7803501.15095504, 616150.987490566 7803480.03525308, 616166.069139784 7803456.77998662, 616257.573273936 7803505.99996804, 616261.020036852 7803507.50966074, 616262.784647531 7803508.16952643, 616264.573995743 7803508.76940433, 616266.379835644 7803509.3192924, 616268.202167234 7803509.79919471, 616270.032744667 7803510.21910924, 616271.888059634 7803510.56903802, 616273.751620445 7803510.86897696, 616275.615181256 7803511.08893219, 616277.495233755 7803511.2588976, 616279.375286255 7803511.35887725, 616281.263584598 7803511.38887114, 616283.143637098 7803511.36887521, 616285.023689597 7803511.26889556, 616286.903742097 7803511.11892609, 616288.775548752 7803510.89897086, 616290.639109563 7803510.60902988, 616292.49442453 7803510.2591011, 616294.333247807 7803509.84918454, 616296.155579397 7803509.37928019, 616297.961419298 7803508.83939008, 616299.75076751 7803508.23951218, 616301.515378189 7803507.58964446, 616303.255251336 7803506.86979099, 616304.970386949 7803506.08994972, 616306.66078503 7803505.26011863, 616308.326445578 7803504.36030179, 616309.950876904 7803503.42049308, 616311.542324853 7803502.41069862, 616313.109035269 7803501.3609123, 616314.62627062 7803500.24114023, 616316.110522593 7803499.0813763, 616317.553545345 7803497.87162254, 616318.955338875 7803496.61187895, 616320.315903184 7803495.30214555, 616321.626992427 7803493.95242028, 616322.896852449 7803492.56270315, 616331.505513894 7803482.38477484, 616336.486003849 7803476.49597349, 616342.357044987 7803467.14787627, 616351.410982024 7803450.7112219, 616359.016372469 7803458.47400251, 616361.891450124 7803460.59920923, 616365.22277122 7803463.30865773, 616374.76321307 7803471.88691165, 616384.270671544 7803478.03566009, 616395.68779883 7803483.3927222, 616398.461769577 7803484.69430474, 616410.179114322 7803488.0136291, 616418.210566666 7803489.45333605, 616439.336419752 7803493.29255459, 616472.880514348 7803498.84142514, 616495.366931743 7803503.3305114, 616499.984604549 7803504.25032417, 616535.153130471 7803511.08893219, 616584.504508583 7803521.05690324, 616602.092894466 7803523.87632936, 616607.856739629 7803524.79614213, 616626.40164345 7803528.15545835, 616639.281652241 7803531.50477661, 616650.933030231 7803535.6139402, 616653.92627171 7803536.72371431, 616665.932221005 7803541.18280667, 616683.636048709 7803548.41133533, 616696.870628804 7803553.82023436, 616702.964307739 7803556.30972763, 616717.122422395 7803562.08855137, 616717.740860717 7803562.33850049, 616751.268463624 7803575.69578165, 616754.319426014 7803576.91553338, 616755.127518755 7803577.24546622, 616769.211420812 7803583.03428792, 616784.1199073 7803588.71313201, 616798.937689499 7803594.25200459, 616802.491648391 7803595.61172782, 616817.433118255 7803601.33056377, 616835.854334412 7803608.37912905, 616840.785349301 7803610.89861622, 616844.223866373 7803613.05817665, 616847.670629289 7803615.52767399, 616851.87600988 7803618.72702277, 616858.316014275 7803624.85577528, 616861.309255754 7803628.88495515, 616863.93143424 7803632.72417369, 616864.376709832 7803633.59399664, 616866.141320511 7803637.03329658, 616868.458402759 7803641.32242354, 616870.173538372 7803646.63134293, 616878.147269806 7803671.67624511, 616882.073645764 7803684.95601746, 616883.474085222 7803689.69257794, 616887.894843975 7803703.58770887, 616894.861596194 7803725.48529244, 616895.405821918 7803727.19494444, 616898.440292619 7803737.18291142, 616861.333993287 7803726.16515405, 616825.596504108 7803714.61750454, 616788.935480368 7803702.68993236, 616756.133511759 7803693.52179851, 616753.527824961 7803693.17186974, 616752.884649106 7803693.13187788, 616733.630602675 7803687.66299106, 616776.748122499 7803650.44056757, 616782.619163638 7803641.31242558, 616745.248997288 7803616.05756613, 616713.19799787 7803596.77666442, 616713.029871307 7803596.6864447, 616709.948537857 7803594.82188859, 616705.508723725 7803593.4668096, 616677.64956575 7803584.96389516, 616669.156346125 7803580.80474174, 616658.214110744 7803591.45257441, 616647.832592776 7803586.33361636, 616638.069513129 7803579.93491879, 616592.379289885 7803640.56257821, 616564.821678248 7803628.70499178, 616526.692894224 7803608.77904765, 616514.926074413 7803611.34852464, 616501.765706917 7803617.31730971, 616497.27996762 7803619.1169434, 616482.371481133 7803624.365875, 616477.819775081 7803626.92535402, 616465.978742672 7803633.59399664, 616464.346065502 7803634.93372394, 616461.352824022 7803637.56318872, 616458.16168228 7803640.43260466, 616454.987032226 7803643.22203688, 616452.455558027 7803645.50157289, 616448.365619256 7803650.48055943, 616443.879879959 7803654.66970674, 616437.456367253 7803660.68848164, 616430.389678691 7803667.15716496, 616423.66931559 7803673.06596224, 616416.157351436 7803679.694613, 616409.074171186 7803684.99353441, 616406.592172053 7803686.78317014, 616393.967784436 7803697.12106589, 616393.09372494 7803697.87091326, 616385.218943638 7803704.76950907, 616369.098318039 7803718.1667821, 616359.079617219 7803714.00762868, 616333.781366919 7803703.48976956, 616305.555841894 7803691.76215668, 616276.415028152 7803679.64462317, 616266.77563617 7803676.93517467, 616257.688715756 7803675.31550435, 616223.987950119 7803663.93782024, 616218.875526655 7803676.7852052, 616125.986090661 7803641.71234418)))"
PARQUE.246,246,PRQ,Parque,MUNICIPAL,Parque Fernando Sabino,PROTEÇÃO INTEGRAL,Lei Municipal n°. 9.095/2005 e Decreto Municipal n°. 9.714/1998,"MULTIPOLYGON (((606025.362807977 7800711.24883153, 606015.797628594 7800717.87748229, 606014.008280381 7800736.31372964, 606013.296238296 7800735.90649353, 606013.134220886 7800735.81383139, 606012.957775918 7800736.76780172, 606011.823131643 7800742.90238854, 606018.197169284 7800748.87117361, 606015.443057289 7800761.34863386, 606011.831377487 7800777.66531265, 606009.646228749 7800787.84324096, 606008.442335482 7800797.54126695, 606005.473831535 7800812.85814925, 605995.760226954 7800861.97815101, 605983.490410642 7800879.61456117, 605979.293275895 7800886.75310814, 605962.14191976 7800916.62702739, 605958.752877754 7800922.74578194, 605949.797890849 7800980.50402541, 605947.068516387 7801007.26857757, 605949.237173437 7801015.64687219, 605952.552002843 7801022.7454273, 605952.692182197 7801025.46487376, 605952.537088826 7801026.20745917, 605951.562501528 7801030.8737728, 605940.851149788 7801036.2626759, 605928.267991392 7801081.56345506, 605940.273940687 7801092.23128365, 605939.085148062 7801098.55679782, 605936.983848813 7801109.73772027, 605939.515323012 7801137.5920506, 605936.563310754 7801157.84792758, 605925.917925767 7801214.38641933, 605925.208783158 7801254.27829945, 605910.613638754 7801335.29180939, 605904.148896826 7801340.24080204, 605887.7066833 7801348.10920045, 605886.139972884 7801348.5791048, 605885.727680669 7801348.7490702, 605861.167782936 7801348.32128627, 605854.73155196 7801348.2091801, 605807.350930636 7801349.32895217, 605789.449202669 7801352.40832537, 605773.3574215 7801355.99950816, 605768.207907763 7801354.60787766, 605754.462085321 7801350.67867744, 605741.582076531 7801346.72948128, 605741.654095185 7801346.39959984, 605741.730501729 7801346.04961967, 605747.420134293 7801344.70989237, 605752.351149182 7801342.33037671, 605771.918537696 7801332.25242805, 605780.980720577 7801325.47380782, 605783.553423998 7801309.55704763, 605784.097867868 7801307.9134199, 605756.203155719 7801297.95242339, 605756.990205495 7801295.54283371, 605786.138498406 7801303.91899417, 605787.153702061 7801304.14459499, 605791.856989204 7801289.70108925, 605787.758804589 7801288.12141079, 605791.560138809 7801274.33421713, 605795.551127448 7801260.01713133, 605798.45366464 7801252.35869019, 605799.929670769 7801245.85001501, 605800.902680396 7801242.61067437, 605801.281989234 7801241.39092264, 605801.545856251 7801240.4911058, 605802.568340944 7801237.2117733, 605802.881683027 7801236.14199105, 605803.871184343 7801232.59271349, 605807.53233921 7801218.49558292, 605810.544608199 7801208.42678547, 605811.465606939 7801205.34825902, 605815.341153759 7801191.59105926, 605817.126467651 7801185.28957792, 605819.142487979 7801178.17379031, 605823.100493241 7801166.36619371, 605830.068231671 7801146.16030656, 605798.017411027 7801145.44378858, 605797.868209695 7801145.44045308, 605797.736276187 7801140.45146858, 605795.806748621 7801133.44289515, 605792.582623502 7801126.59428916, 605788.447337166 7801121.73091169, 605787.91547563 7801121.10540641, 605782.415497485 7801117.19620212, 605781.097447693 7801116.77271253, 605776.503227125 7801115.29658878, 605767.779123859 7801114.35678007, 605746.727483372 7801112.43717081, 605749.73721654 7801083.24311317, 605753.266437899 7801083.68302363, 605755.311407284 7801083.92297479, 605756.828642634 7801084.11293612, 605759.747671515 7801084.48286082, 605761.949311942 7801084.75280588, 605766.806114233 7801085.35268377, 605768.513004002 7801085.572639, 605771.98450445 7801085.90257185, 605794.248284049 7801088.61202035, 605809.511341841 7801090.47164182, 605816.371884296 7801083.54305212, 605822.127483614 7801078.33411238, 605833.135685749 7801065.38674778, 605847.376258848 7801048.75013412, 605849.965453957 7801030.97375245, 605852.323765426 7801013.4773138, 605853.61836298 7801004.75908837, 605855.251040151 7800991.99168713, 605856.990913298 7800978.99433271, 605858.796753198 7800966.11695386, 605860.313988549 7800953.73947326, 605862.301237024 7800940.84209848, 605863.744259776 7800928.08469522, 605865.599574743 7800915.07734283, 605867.347693733 7800901.87003114, 605869.14528779 7800889.27259531, 605870.72024405 7800876.44520629, 605873.095047208 7800859.73860687, 605873.375405914 7800855.00956945, 605864.742006936 7800837.45314301, 605857.444434734 7800821.36641741, 605852.719565952 7800818.83693228, 605834.438529148 7800807.80917695, 605829.37558075 7800804.48985259, 605813.114775799 7800802.80019651, 605790.273787099 7800800.44067679, 605759.04677475 7800797.15134632, 605746.356420378 7800779.34497076, 605730.079123738 7800767.6673477, 605706.438288142 7800775.30579292, 605705.0529863 7800769.66694069, 605701.738156893 7800763.51819225, 605696.568012519 7800756.40963918, 605688.955878106 7800751.44823347, 605688.882885636 7800751.40065874, 605680.843187447 7800749.12112273, 605673.545615245 7800749.07113291, 605665.852242517 7800713.09845504, 605678.938397415 7800690.89297491, 605690.358891765 7800672.67668278, 605692.57702388 7800668.71748866, 605687.596533925 7800650.98109885, 605681.840934607 7800631.08514862, 605677.322211933 7800616.19817881, 605670.931682603 7800592.71295916, 605673.322977449 7800594.72255012, 605830.744390903 7800481.8755198, 605886.313135614 7800482.09547503, 605934.691504099 7800401.38190404, 605968.144894407 7800401.6518491, 606049.28400228 7800400.56207092, 606049.754015404 7800426.87671465, 606049.885948913 7800483.54517995, 606050.017882422 7800532.23526922, 606049.622081896 7800583.84476426, 606040.881486942 7800630.82520153, 606030.912261188 7800673.61649148, 606027.655152691 7800682.38470674, 606025.379299666 7800700.05111079, 606025.362807977 7800711.24883153)))"
PARQUE.230,230,PRQ,Parque,MUNICIPAL,Parque Goiânia,PROTEÇÃO INTEGRAL,Lei Municipal n°. 9.328/2007,"MULTIPOLYGON (((615135.629981668 7801846.36156933, 615135.289127722 7801846.18781799, 615152.877513605 7801842.63854043, 615175.281472557 7801838.11946028, 615191.336131401 7801846.54774473, 615208.998729883 7801858.02540848, 615226.883966161 7801873.70221751, 615251.036044104 7801900.32679816, 615274.784075677 7801927.50126687, 615243.985847231 7801944.5477971, 615192.168961675 7801974.18176519, 615189.513799812 7801928.77100842, 615188.433594209 7801926.23152532, 615185.778432346 7801920.45270159, 615171.010125212 7801900.19682461, 615157.32202368 7801877.0415378, 615146.858047269 7801861.46470842, 615135.371586165 7801846.2977956, 615135.629981668 7801846.36156933)), ((615011.09846678 7802085.84903564, 615073.296870305 7802058.51459949, 615087.669376912 7802048.96654297, 615087.966227307 7802048.7865796, 615088.263077702 7802048.60661623, 615088.568173941 7802048.43665082, 615088.881516024 7802048.28668135, 615089.194858107 7802048.13671188, 615089.516446035 7802048.00673833, 615089.838033962 7802047.87676479, 615090.167867734 7802047.76678717, 615090.497701506 7802047.66680752, 615090.835781122 7802047.57682584, 615091.173860738 7802047.49684212, 615091.520186199 7802047.43685433, 615091.858265815 7802047.37686654, 615092.204591275 7802047.33687468, 615092.550916736 7802047.30688079, 615092.897242196 7802047.28688486, 615093.243567657 7802047.27688689, 615093.589893117 7802047.28688486, 615093.936218577 7802047.29688282, 615094.282544038 7802047.32687671, 615094.628869498 7802047.36686858, 615094.975194959 7802047.4168584, 615095.313274575 7802047.48684415, 615095.659600035 7802047.55682991, 615095.989433807 7802047.64681159, 615096.327513423 7802047.74679124, 615096.657347195 7802047.85676886, 615096.978935123 7802047.97674444, 615097.30052305 7802048.10671798, 615097.622110978 7802048.25668746, 615097.927207217 7802048.40665693, 615098.232303456 7802048.57662233, 615098.537399694 7802048.74658774, 615098.826004245 7802048.93654907, 615099.114608795 7802049.12651041, 615099.394967501 7802049.33646767, 615099.889718159 7802049.58641679, 615100.400960505 7802049.81636999, 615100.912202852 7802050.03632521, 615101.423445198 7802050.22628655, 615101.951179233 7802050.40624992, 615102.478913268 7802050.56621736, 615103.014893147 7802050.71618683, 615105.752513454 7802050.77617462, 615108.60557558 7802050.10631097, 615111.06283718 7802048.86656332, 615112.662530973 7802047.22689707, 615125.971323667 7802056.39503092, 615138.661678039 7802070.33219405, 615150.362531095 7802083.79945283, 615145.126419967 7802100.38607667, 615034.145601587 7802138.68828037, 615011.09846678 7802085.84903564)))"
PARQUE.232,232,PRQ,Parque,MUNICIPAL,Parque Ecológico e de Lazer do Bairro Caiçara,PROTEÇÃO INTEGRAL,Decreto Municipal n°. 6.484/1990,"MULTIPOLYGON (((607480.267821402 7799814.96126826, 607479.517449571 7799815.03125402, 607467.626942096 7799816.15102609, 607456.189956058 7799817.23080631, 607443.994352344 7799818.39057024, 607432.079107337 7799819.51034231, 607420.023682976 7799820.65011032, 607408.347567453 7799821.74988646, 607407.885800172 7799821.79987629, 607399.978035492 7799822.43974604, 607400.316115108 7799818.97045221, 607404.620445831 7799810.53216979, 607406.195402092 7799802.84373475, 607404.505004011 7799795.35525901, 607404.076220107 7799783.67763596, 607406.780857036 7799775.2793454, 607446.55880992 7799762.89186684, 607458.135975312 7799758.43277448, 607463.281382152 7799756.45317742, 607468.789363525 7799749.78043365, 607473.110428553 7799744.54560117, 607480.729588683 7799732.03814703, 607484.183952714 7799725.34916186, 607495.770008679 7799702.91407515, 607514.817909002 7799673.32009891, 607535.976745466 7799640.44679018, 607549.565896866 7799618.90117573, 607550.299777008 7799618.79119811, 607551.62735794 7799618.59123881, 607578.236697483 7799624.92994859, 607578.426351901 7799624.09011953, 607595.077080616 7799627.91078879, 607597.59793989 7799628.48922411, 607597.779348464 7799629.53901043, 607597.360692864 7799630.1999057, 607581.831885596 7799654.71388615, 607575.33416029 7799664.95180226, 607572.176001925 7799669.9307888, 607568.976614338 7799674.98975906, 607562.495380722 7799685.2176772, 607555.931688662 7799695.57556888, 607549.5164218 7799705.6935094, 607543.307301045 7799715.49151504, 607536.603429632 7799726.06936195, 607530.229391991 7799736.12731469, 607520.631229231 7799751.27423158, 607517.65447944 7799755.96327713, 607510.678495166 7799766.97103654, 607504.560078698 7799776.61907271, 607498.400433009 7799786.3470926, 607491.713053285 7799796.89494561, 607485.058656938 7799807.40280677, 607480.267821402 7799814.96126826)))"
PARQUE.302,302,PRQ,Parque,MUNICIPAL,Parque Ecológico do Brejinho,,Decreto Municipal n°. 12.830/2007,"MULTIPOLYGON (((609383.075668017 7803041.34105165, 609364.460000207 7803033.72006822, 609370.355513392 7803029.39697919, 609396.659756696 7803010.64079696, 609410.240662251 7803005.72179821, 609418.445277326 7803000.54285237, 609425.883028881 7802994.30412224, 609425.544949264 7802989.95500749, 609422.370299211 7802967.80951514, 609445.062862713 7802928.46752309, 609427.721852159 7802899.48342272, 609425.24809887 7802868.75967645, 609423.302079616 7802858.48176849, 609417.447530166 7802839.90554962, 609415.328348182 7802837.35606857, 609423.145408574 7802819.01980086, 609426.686044086 7802803.92289846, 609425.817062126 7802803.67292467, 609419.649170593 7802801.16343547, 609384.199120384 7802789.73248327, 609384.620824024 7802788.16608104, 609389.230250985 7802774.47886704, 609390.112556325 7802771.85940022, 609391.04433673 7802769.08996393, 609391.918396225 7802766.51048898, 609392.850176631 7802763.73105472, 609399.900373504 7802742.79531613, 609410.092237054 7802715.20093289, 609417.472267699 7802693.92526349, 609419.995496053 7802686.88669617, 609417.018746262 7802685.83690985, 609416.558196201 7802677.44150169, 609416.062228324 7802668.40045899, 609415.542740133 7802666.42086193, 609414.907810123 7802665.29109189, 609413.604966724 7802664.35128319, 609415.798361307 7802654.74323888, 609413.506016592 7802654.35331824, 609413.497770748 7802643.73547947, 609416.05398248 7802635.06724387, 609415.501510912 7802631.35799887, 609417.142433927 7802627.04887598, 609418.461769014 7802626.88890854, 609418.321589661 7802625.3892138, 609423.879288717 7802623.92951092, 609424.060697291 7802624.8493237, 609424.877035877 7802623.92951092, 609429.890509208 7802623.22965338, 609432.859013155 7802645.60509892, 609440.230797956 7802663.93136866, 609449.960894225 7802686.19683659, 609460.754704408 7802709.41211119, 609468.151226742 7802723.8391746, 609470.311637947 7802725.96874113, 609474.739656334 7802729.67798613, 609482.837075433 7802736.42661246, 609489.425505025 7802730.54780908, 609497.388403323 7802723.14150521, 609500.755295088 7802720.00995403, 609519.135282024 7802743.29521438, 609521.806935576 7802751.103625, 609524.21472211 7802757.32235919, 609527.677976714 7802766.51048898, 609537.457548049 7802764.92081255, 609544.977758047 7802764.69085936, 609550.62616139 7802763.23115647, 609557.123886695 7802762.90122363, 609570.799972712 7802758.3613528, 609585.460000208 7802752.68006823, 609595.430000208 7802748.45006823, 609593.246929385 7802741.05135646, 609586.230000208 7802717.27006823, 609578.460000208 7802702.73006823, 609572.500000208 7802696.37006823, 609559.140000208 7802680.60006823, 609551.750000208 7802672.82006823, 609591.700000207 7802644.10006823, 609623.580000207 7802621.15006823, 609632.970000207 7802617.78006823, 609640.660000208 7802611.07006823, 609624.950000208 7802594.08006823, 609661.770000208 7802560.57006823, 609687.988160917 7802588.99534477, 609722.519031584 7802557.83296468, 609723.443110136 7802556.91806746, 609724.850167413 7802555.52499022, 609730.797859257 7802562.7619614, 609748.353261763 7802581.70810497, 609703.058839045 7802589.88644029, 609720.030000208 7802607.72006823, 609706.538585338 7802619.93032494, 609691.357985989 7802633.93747383, 609669.250877432 7802653.95339965, 609673.233620227 7802661.9517716, 609647.028327054 7802676.24886147, 609674.849805709 7802728.72817946, 609661.532767171 7802732.98731252, 609638.716924515 7802740.13313433, 609641.988219311 7802752.9566112, 609628.426300522 7802768.34176855, 609630.396459109 7802774.5188589, 609638.790728603 7802802.78310579, 609639.087578997 7802802.69312411, 609659.55376454 7802796.60436346, 609659.619731294 7802795.67455272, 609661.615225614 7802795.32462394, 609661.252408465 7802808.00204349, 609660.790641184 7802829.02776377, 609643.713497647 7802828.85779836, 609630.297508978 7802849.68355934, 609600.315619118 7802849.06368551, 609600.027014567 7802872.65888278, 609599.787885083 7802890.14532346, 609599.700000208 7802891.57006822, 609586.685238496 7802894.37446264, 609569.880207821 7802900.16328434, 609557.775308395 7802904.09248456, 609546.618681062 7802907.78173362, 609535.255907622 7802911.46098472, 609527.826401912 7802913.89049021, 609523.728217297 7802914.90028466, 609519.465115795 7802915.77010761, 609513.22413123 7802917.08861781, 609512.926161269 7802927.87764316, 609512.513869054 7802934.00639567, 609512.50562321 7802936.51588487, 609512.431410611 7802949.97314568, 609512.431410611 7802980.84686143, 609512.324214635 7802987.97541043, 609511.293484098 7802996.86360127, 609510.361703693 7802999.9629704, 609509.578348485 7803002.54244536, 609506.807744801 7803007.83136881, 609501.819009002 7803015.4498181, 609499.337009869 7803018.40921572, 609495.939722019 7803022.36840984, 609489.087425409 7803028.15723154, 609484.477998448 7803032.03644194, 609473.570894649 7803040.97811837, 609450.565164504 7803055.43758795, 609440.32304022 7803058.82931538, 609430.41562588 7803058.91857137, 609423.632171017 7803057.57973159, 609413.010708797 7803053.56321227, 609403.460318397 7803049.63594892, 609383.075668017 7803041.34105165)))"
