FID,ID_PRC,ID_LOGRADOURO,TIPO_LOGRADOURO,NOME_LOGRADOURO,GEOMETRIA
PRACA.75243.3349,3349,75243,PRACA,DOS PROFESSORES,"MULTIPOLYGON (((604196.42943527 7799863.94805312, 604186.616830359 7799886.10366335, 604185.553110849 7799887.37341183, 604184.17604744 7799887.7933288, 604180.795232839 7799887.05347589, 604175.822961441 7799884.73393629, 604170.314707068 7799881.0246722, 604165.34243554 7799877.74532283, 604161.854424137 7799875.20582662, 604158.78695309 7799872.77630855, 604153.921877916 7799868.00725441, 604151.167750492 7799864.41796617, 604147.036559429 7799859.54893174, 604144.818414906 7799856.79947697, 604139.425602314 7799848.22117787, 604137.619752158 7799844.84184788, 604137.726948469 7799843.04220455, 604140.901615165 7799838.81304232, 604142.097268901 7799837.55329182, 604144.134003548 7799837.97320833, 604191.630327374 7799860.38875921, 604194.615339417 7799861.96844571, 604196.42943527 7799863.94805312)), ((604129.167718171 7799861.40856561, 604104.570228519 7799841.63248847, 604113.904573303 7799829.9847957, 604114.448801804 7799828.71504729, 604121.309383812 7799845.86164799, 604129.167718171 7799861.40856561)))"
PRACA.12325.3268,3268,12325,PRACA,CARLOS DRUMOND DE ANDRADE,"MULTIPOLYGON (((609143.590777174 7792828.52177528, 609141.801419547 7792830.45139308, 609141.73545021 7792814.89447652, 609140.869630923 7792808.2757885, 609137.101257221 7792791.12918756, 609135.245931174 7792783.91061856, 609135.377865115 7792781.93101091, 609136.837387506 7792782.2609453, 609139.02254838 7792784.38052489, 609140.407858092 7792786.96001342, 609142.19721821 7792802.44694361, 609143.252693718 7792814.49455558, 609143.590777174 7792828.52177528)), ((609121.871104695 7792821.58315365, 609117.039012957 7792815.88428387, 609115.059998948 7792811.25520166, 609114.589982613 7792806.61612121, 609115.719668842 7792802.71689388, 609117.706927537 7792798.93764266, 609118.960302449 7792797.48792982, 609120.617727651 7792808.13581913, 609121.607235624 7792817.21401967, 609121.871104695 7792821.58315365)), ((609133.159728187 7792832.23104158, 609131.50230433 7792830.98128952, 609131.403352719 7792824.39259544, 609131.139483507 7792819.03365765, 609130.248926352 7792811.01524704, 609129.523287274 7792805.06642623, 609127.173207242 7792793.30875698, 609128.888352091 7792792.94882807, 609131.337382954 7792805.85626942, 609132.417596064 7792817.43397452, 609133.093759896 7792823.99267447, 609133.159728187 7792832.23104158)))"
PRACA.48047.514,514,48047,PRACA,NOSSA SENHORA DA CONCEICAO,"POLYGON ((616248.24146236 7799486.45113089, 616247.977594608 7799491.03022338, 616247.449858237 7799494.47953983, 616247.260202985 7799495.75928621, 616246.625269741 7799497.14901087, 616245.800681046 7799498.49874349, 616244.654502731 7799500.1984068, 616243.945356395 7799500.98825037, 616243.244455957 7799501.82808402, 616242.535309623 7799502.62792561, 616241.801425595 7799503.24780286, 616240.482083517 7799504.33758708, 616239.047298957 7799505.18741886, 616237.975333437 7799505.52735165, 616237.076531585 7799505.86728442, 616236.177729705 7799506.01725483, 616234.858387475 7799506.09723918, 616233.324652123 7799506.13723148, 616231.625998964 7799505.99725949, 616230.661229834 7799505.24740825, 616229.308903855 7799504.06764228, 616230.356131325 7799501.19821082, 616230.37262301 7799500.59832972, 616244.019565156 7799473.14376899, 616246.715969933 7799467.03497931, 616248.068295767 7799467.2549355, 616249.346408668 7799467.93480056, 616249.923621209 7799469.97439624, 616250.187489973 7799472.04398601, 616249.964851375 7799474.70345896, 616249.70098323 7799476.69306467, 616249.288689212 7799479.54249999, 616248.24146236 7799486.45113089))"
PRACA.7706.329,329,7706,PRACA,DA BANDEIRA,"POLYGON ((613041.727723366 7793794.8196847, 613041.661756511 7793796.54934189, 613041.505084874 7793798.25900305, 613041.224724901 7793799.95866621, 613040.845414258 7793801.62833534, 613040.37539883 7793803.26801043, 613039.781695064 7793804.88768949, 613039.097286516 7793806.4673765, 613038.305681402 7793807.99707343, 613037.431617392 7793809.47678027, 613036.458602707 7793810.90649704, 613035.403129123 7793812.2662277, 613034.256950747 7793813.55597223, 613033.028313475 7793814.77573066, 613031.733709078 7793815.92550296, 613030.356645781 7793816.99529114, 613028.930107136 7793817.96509912, 613027.437601366 7793818.85492298, 613025.887374361 7793819.65476468, 613024.287672006 7793820.35462621, 613022.654986083 7793820.96450556, 613020.97282481 7793821.46440673, 613019.290663521 7793821.86432771, 613017.567272772 7793822.14427249, 613015.827390229 7793822.33423509, 613014.087507671 7793822.4142195, 613012.331133319 7793822.38422571, 613010.599496618 7793822.25425172, 613008.876105792 7793822.02429755, 613007.152714947 7793821.67436716, 613005.470553534 7793821.22445659, 613003.821375663 7793820.68456384, 613002.213427216 7793820.01469684, 613000.638462313 7793819.25484769, 612999.121218621 7793818.42501238, 612997.653450249 7793817.48519888, 612996.251648975 7793816.46540121, 612994.9158148 7793815.35562137, 612993.654193613 7793814.17585539, 612992.475031305 7793812.91610525, 612991.370081989 7793811.58636897, 612990.347591552 7793810.19664457, 612989.415805884 7793808.73693402, 612988.582970876 7793807.23723139, 612987.849086529 7793805.67754063, 612987.205906955 7793804.08785581, 612986.678169819 7793802.45817889, 612986.249383346 7793800.78850989, 612985.91954754 7793799.10884285, 612985.713400063 7793797.40917975, 612985.589711474 7793795.68952062, 612985.589711221 7793793.97985947, 612985.713399301 7793792.2602003, 612985.919546273 7793790.56053714, 612986.249381582 7793788.88087001, 612986.678167562 7793787.21120087, 612987.205904212 7793785.5815238, 612987.849083315 7793783.98184077, 612988.5829672 7793782.4221498, 612989.415801764 7793780.92244691, 612990.347586998 7793779.46273609, 612991.370077023 7793778.07301139, 612992.475025947 7793776.74327478, 612993.654187881 7793775.4835243, 612994.915808718 7793774.30375794, 612996.251642562 7793773.18397968, 612997.653443534 7793772.1641816, 612999.121211629 7793771.22436765, 613000.638455074 7793770.39453191, 613002.213419753 7793769.64468029, 613003.821368001 7793768.97481282, 613005.470545712 7793768.43491959, 613007.152706993 7793767.98500851, 613008.876097733 7793767.63507761, 613010.599488491 7793767.40512294, 613012.331125153 7793767.27514844, 613014.087499496 7793767.24515413, 613015.827382079 7793767.32513801, 613017.567264677 7793767.51510011, 613019.290655508 7793767.79504437, 613020.972816915 7793768.19496486, 613022.654978337 7793768.69486553, 613024.287664442 7793769.3047444, 613025.887367002 7793769.99460743, 613027.437594244 7793770.79444867, 613028.930100277 7793771.68427208, 613030.35663921 7793772.66407768, 613031.733702825 7793773.73386544, 613033.028307562 7793774.88363736, 613034.256945197 7793776.10339541, 613035.403123953 7793777.39313962, 613036.458597942 7793778.75286996, 613037.431613051 7793780.18258644, 613038.305677499 7793781.66229303, 613039.097283067 7793783.19198972, 613039.781692083 7793784.77167652, 613040.37539633 7793786.40135343, 613040.845412244 7793788.04102838, 613041.224723382 7793789.71069739, 613041.50508386 7793791.41036047, 613041.661756002 7793793.12002159, 613041.727723366 7793794.8196847))"
PRACA.74238.418,418,74238,PRACA,UM MIL E SEISCENTOS,"POLYGON ((604401.934651422 7808419.47241742, 604401.893422029 7808419.85234213, 604401.893422075 7808420.19227476, 604401.810963227 7808420.50221335, 604401.646045489 7808420.83214797, 604401.646045539 7808421.20207467, 604401.61306202 7808421.47202117, 604401.464636055 7808421.76196373, 604401.225505315 7808422.07190234, 604401.200767692 7808422.40183696, 604400.953391056 7808422.6817815, 604400.85444042 7808422.92173397, 604400.607063783 7808423.19168051, 604400.425654245 7808423.35164882, 604400.062835164 7808423.64159141, 604399.914409187 7808423.8415518, 604399.617557196 7808423.97152608, 604399.403164107 7808424.1814845, 604399.131049798 7808424.41143897, 604398.8341978 7808424.48142514, 604398.471378689 7808424.55141131, 604398.289969136 7808424.61139946, 604398.001363038 7808424.76136978, 604397.671527483 7808424.83135594, 604397.292216584 7808424.831356, 604397.086069355 7808424.83135603, 604396.75623379 7808424.83135607, 604396.459381783 7808424.83135611, 604396.088316771 7808424.83135616, 604395.873923646 7808424.76137007, 604395.577071618 7808424.61139982, 604395.313203157 7808424.55141174, 604394.917400461 7808424.41143955, 604394.719499103 7808424.28146533, 604394.47212241 7808424.13149508, 604394.274221042 7808423.91153871, 604393.886664243 7808423.8315546, 604393.738238191 7808423.48162398, 604393.482615598 7808423.26166761, 604393.259976555 7808422.99172113, 604393.095058735 7808422.71177664, 604392.954878585 7808422.46182619, 604392.732239552 7808422.26186585, 604392.707501845 7808421.97192331, 604392.435387465 7808421.69197884, 604392.402403857 7808421.31205413, 604392.155027147 7808421.04210767, 604392.155027095 7808420.66218296, 604392.113797614 7808420.40223449, 604392.11379757 7808420.08229789, 604392.113797509 7808419.63238705, 604392.113797481 7808419.42242866, 604392.113797418 7808418.97251783, 604392.113797374 7808418.65258124, 604392.155026785 7808418.39263274, 604392.155026733 7808418.01270804, 604392.402403369 7808417.7427615, 604392.435386874 7808417.3628368, 604392.707501177 7808417.08289223, 604392.732238805 7808416.7929497, 604392.954877782 7808416.59298929, 604393.095057864 7808416.34303881, 604393.259975608 7808416.06309426, 604393.482614577 7808415.79314774, 604393.73823711 7808415.57319129, 604393.886663067 7808415.22326062, 604394.274219843 7808415.14327642, 604394.472121153 7808414.92331999, 604394.719497804 7808414.77334968, 604394.917399127 7808414.64337541, 604395.313201784 7808414.50340309, 604395.577070228 7808414.44341495, 604395.873922215 7808414.29344463, 604396.088315321 7808414.22345847, 604396.459380333 7808414.22345842, 604396.75623234 7808414.22345838, 604397.086067905 7808414.22345834, 604397.292215134 7808414.22345831, 604397.671526032 7808414.22345826, 604398.001361607 7808414.29344434, 604398.289967746 7808414.44341458, 604398.471377315 7808414.50340266, 604398.834196446 7808414.57338875, 604399.131048463 7808414.64337483, 604399.403162836 7808414.87332922, 604399.617555981 7808415.08328758, 604399.914408006 7808415.21326178, 604400.062834039 7808415.41322213, 604400.425653199 7808415.70316462, 604400.60706278 7808415.86313289, 604400.854439492 7808416.13307936, 604400.953390194 7808416.37303179, 604401.200766906 7808416.65297628, 604401.225504617 7808416.98291089, 604401.464635444 7808417.29284944, 604401.613061488 7808417.58279195, 604401.646045082 7808417.85273845, 604401.646045133 7808418.22266513, 604401.81096296 7808418.55259972, 604401.893421893 7808418.86253829, 604401.89342194 7808419.20247092, 604401.934651422 7808419.47241742))"
PRACA.62244.3032,3032,62244,PRACA,SAO CRISTOVAO,"MULTIPOLYGON (((610434.205197189 7798808.22641491, 610434.098001096 7798811.43577885, 610433.578510803 7798816.37480003, 610432.646726399 7798823.6633556, 610431.739679453 7798829.5021985, 610429.818388956 7798840.85994773, 610422.207438757 7798877.8826111, 610418.933821358 7798881.61187245, 610418.439067421 7798877.48269091, 610418.026772542 7798874.52327751, 610417.457805781 7798871.63385026, 610416.591986866 7798867.69463112, 610415.585987732 7798863.04555269, 610414.53051341 7798859.37628008, 610413.565743904 7798855.98695197, 610411.13320552 7798848.20849398, 610409.566485888 7798843.22948103, 610407.537996539 7798838.73037302, 610406.556735442 7798836.63078929, 610405.031245518 7798833.47141568, 610403.777870079 7798831.33183992, 610402.656428952 7798829.80214326, 610401.07321798 7798827.8525299, 610399.588957739 7798826.34282933, 610398.129435183 7798824.94310696, 610396.191651005 7798823.14346392, 610394.427030531 7798821.5837733, 610392.513984053 7798820.01408467, 610381.439753808 7798811.00587166, 610378.190873136 7798808.23642103, 610376.805563593 7798806.91668279, 610374.983221787 7798804.60714081, 610373.754584023 7798802.52755314, 610372.75683112 7798800.22800905, 610371.940487764 7798797.84848078, 610371.338537523 7798795.4789505, 610371.008701604 7798792.99944197, 610370.810799899 7798790.4499473, 610370.860274807 7798787.51052988, 610371.04168404 7798785.26097569, 610371.577666505 7798783.04141552, 610372.361025613 7798780.63189297, 610373.292810782 7798778.63228914, 610374.513202062 7798776.60269123, 610376.574673911 7798773.81324379, 610378.570178758 7798771.79364378, 610380.92850274 7798769.88402192, 610383.550695192 7798768.12437028, 610387.714868873 7798766.26473826, 610391.120420903 7798765.35491809, 610394.435268211 7798764.84501867, 610397.255362232 7798764.705046, 610400.124931641 7798764.93500001, 610402.986255232 7798765.6448589, 610405.666169314 7798766.71464649, 610409.1706724 7798768.48429524, 610411.537242751 7798769.90401352, 610413.433797434 7798771.35372592, 610416.789874672 7798774.19316267, 610419.552247829 7798776.54269661, 610421.671441617 7798778.69227027, 610424.36784775 7798781.64168531, 610426.511779294 7798784.4111361, 610429.068005484 7798788.53031934, 610430.65121665 7798791.81966717, 610431.863362822 7798795.18899921, 610432.803394632 7798798.38836497, 610433.660967602 7798801.92766338, 610434.040278925 7798804.88707678, 610434.205197189 7798808.22641491)), ((610456.320654987 7798694.03904316, 610445.815400367 7798749.15812031, 610442.78091392 7798754.0671478, 610437.874610567 7798758.26631625, 610431.335620885 7798760.36590107, 610423.856599419 7798759.43608644, 610420.352096183 7798756.63664178, 610415.454037806 7798754.5270606, 610411.009503495 7798753.59724552, 610400.974256196 7798751.02775624, 610449.7816648 7798692.63932151, 610453.517052421 7798691.93945968, 610456.320654987 7798694.03904316)), ((610369.186363057 7798813.22543353, 610369.169871333 7798813.59536022, 610368.831789903 7798813.73533252, 610366.737333905 7798812.4155944, 610365.376762095 7798811.57576104, 610363.826534848 7798810.78591781, 610360.750818025 7798809.25622143, 610359.546918176 7798808.88629492, 610358.582149074 7798808.27641594, 610358.277051113 7798807.80650911, 610358.145116809 7798807.25661812, 610358.656361805 7798806.41678449, 610358.194591831 7798805.09704613, 610357.213330605 7798802.10763876, 610356.405233062 7798799.20821353, 610355.844512215 7798796.47875458, 610355.547659827 7798793.82927974, 610355.465200526 7798790.97984449, 610355.407478951 7798788.55032602, 610355.176593945 7798787.7604826, 610354.986938471 7798787.58051829, 610354.591135763 7798787.3405659, 610354.10462831 7798787.32056994, 610330.579108601 7798798.65832624, 610330.364715553 7798799.11823513, 610329.902945812 7798799.41817575, 610323.528873532 7798798.90827773, 610321.599335489 7798798.80829782, 610319.125568777 7798798.74831007, 610316.420917183 7798798.74831046, 610314.194527157 7798798.80829889, 610311.613563902 7798798.83829333, 610310.533352388 7798798.47836481, 610309.865435297 7798797.91847588, 610309.345944146 7798796.91867411, 610309.25523924 7798796.04884652, 610309.510861647 7798794.99905455, 610309.83245123 7798794.37917735, 610310.533351702 7798793.72930605, 610311.275481664 7798793.38937332, 610311.55584188 7798793.30938914, 610311.869185691 7798793.51934748, 610314.384182309 7798796.75870508, 610314.755247372 7798797.15862577, 610315.20052542 7798797.44856824, 610315.860196558 7798797.56854437, 610316.602326569 7798797.56854426, 610329.7297816 7798795.66891886, 610329.79574862 7798795.02904567, 610330.224534768 7798794.46915658, 610334.759773333 7798791.76969094, 610354.187086954 7798785.62090679, 610354.871495698 7798785.32096615, 610355.036413456 7798785.17099584, 610355.168347622 7798784.76107706, 610355.044659226 7798784.34116031, 610351.680336015 7798780.9218385, 610351.540155856 7798780.61189994, 610351.713319497 7798780.41193955, 610361.995942655 7798777.38253848, 610362.202089886 7798777.4125325, 610362.367007722 7798777.80245519, 610361.567156846 7798780.27196587, 610358.054408317 7798781.59170481, 610357.633868357 7798784.2111857, 610357.353508547 7798787.09061505, 610357.188591233 7798790.30997701, 610357.312279943 7798792.89946376, 610357.592640592 7798795.81888511, 610358.384246473 7798799.52814984, 610359.39024543 7798802.97746605, 610360.256064109 7798805.27701016, 610361.54242318 7798807.9464809, 610363.438977584 7798807.46657574, 610364.914991669 7798807.1266429, 610365.121138914 7798807.27661315, 610365.80554787 7798808.43638319, 610366.753825322 7798809.93608582, 610368.089659622 7798811.85570516, 610369.186363057 7798813.22543353)))"
PRACA.311911.3251,3251,311911,PRACA,JOSE DO CARMO MIRANDA,"MULTIPOLYGON (((609337.503483384 7809454.59658386, 609335.070946902 7809460.26546075, 609325.192372837 7809468.00392853, 609320.772575432 7809462.17508434, 609320.352034883 7809460.76536378, 609319.915002543 7809459.24566502, 609319.750084603 7809458.145883, 609319.81605152 7809456.78615246, 609319.99746087 7809455.30644568, 609320.220099726 7809454.25665371, 609320.706606917 7809452.38702416, 609321.160130632 7809451.08728168, 609322.380522008 7809449.5775807, 609328.416512328 7809445.9482991, 609334.386535553 7809442.43899372, 609337.503483384 7809454.59658386)), ((609337.330324733 7809489.67963108, 609328.936007959 7809478.20190695, 609335.112178232 7809473.4328512, 609337.668406147 7809489.39968651, 609337.330324733 7809489.67963108)))"
PRACA.304129.472,472,304129,PRACA,UM MIL DUZENTOS E NOVENTA E CINCO,"POLYGON ((614638.686235707 7806680.87551218, 614628.378873066 7806672.41719005, 614677.524377855 7806710.86956199, 614677.359460207 7806711.75938566, 614674.275498933 7806720.06773953, 614671.067848635 7806723.79700093, 614670.606078916 7806724.26690787, 614668.783737539 7806725.02675755, 614666.705773413 7806724.53685495, 614663.679531465 7806720.2177114, 614657.099310249 7806708.77997917, 614652.770217115 7806699.73177305, 614646.288946708 7806689.23385455, 614638.686235707 7806680.87551218))"
PRACA.313350.3967,3967,313350,PRACA,QUATRO MIL OITOCENTOS E QUATORZE,"POLYGON ((605697.326630195 7802448.75516715, 605689.097277587 7802424.63007774, 605696.600995897 7802429.23913958, 605704.187172649 7802431.94858808, 605711.600186671 7802433.84820142, 605718.831792119 7802434.47807321, 605726.78078602 7802434.65803658, 605737.533366982 7802433.398293, 605697.326630195 7802448.75516715))"
PRACA.303820.461,461,303820,PRACA,UM MIL E DEZENOVE,"POLYGON ((610831.485178299 7807724.25929151, 610834.115617221 7807726.30888493, 610835.871992069 7807729.52824665, 610836.012172437 7807731.27789988, 610835.575140719 7807734.05734911, 610834.478437722 7807735.81700053, 610832.136605492 7807737.71662439, 610830.314264106 7807738.44648001, 610827.386973462 7807738.3764943, 610826.06763115 7807738.00656781, 610824.896714834 7807737.56665516, 610823.140340209 7807735.88698829, 610822.192062761 7807734.49726386, 610821.532391367 7807732.66762655, 610821.45817811 7807730.91797332, 610822.043635972 7807729.08833584, 610822.777519848 7807727.32868447, 610823.511403724 7807725.57903112, 610824.171074607 7807723.88936589, 610824.459680354 7807721.3298731, 610823.874221888 7807718.99033684, 610822.851731362 7807717.09071346, 610822.967173726 7807716.50083035, 610824.311253841 7807717.8205686, 610831.485178299 7807724.25929151))"
PRACA.306691.1240,1240,306691,PRACA,SILVINO HOYOS PILOTO,"POLYGON ((610419.79253737 7806787.40502106, 610419.874996429 7806788.56479119, 610419.800783506 7806789.10468421, 610419.495685676 7806789.57459112, 610418.811276971 7806790.19446837, 610417.805278526 7806790.36443483, 610416.758050605 7806790.32444291, 610415.941707502 7806789.75455597, 610396.654570594 7806773.78772314, 610370.42439416 7806751.53213766, 610369.682263991 7806750.49234384, 610369.368920116 7806749.88246475, 610369.212248134 7806749.26258762, 610369.583312998 7806748.2527877, 610370.886163238 7806746.62311049, 610390.511375949 7806723.50768878, 610391.434915392 7806722.56787491, 610392.127570009 7806722.09796794, 610393.859206622 7806721.42810045, 610395.063106401 7806721.2281399, 610396.143317871 7806721.21814173, 610398.311986834 7806722.11796308, 610402.674062653 7806725.4872947, 610403.259520884 7806726.21714997, 610403.622340121 7806727.02698942, 610404.207798431 7806728.29673769, 610406.541385855 7806733.89562773, 610407.926695783 7806737.77485873, 610419.79253737 7806787.40502106))"
PRACA.303135.1958,1958,303135,PRACA,NELSON SANT'ANA DE JESUS,"POLYGON ((610484.043935542 7802850.56524479, 610490.368532188 7802848.77559856, 610494.763591107 7802849.13552659, 610498.28458588 7802850.15532397, 610515.221643344 7802859.4434807, 610540.651967475 7802875.22035019, 610606.198545777 7802918.03185589, 610606.825233476 7802918.93167746, 610606.652070048 7802920.60134657, 610600.360458102 7802930.2894274, 610598.406182502 7802931.01928304, 610594.019369359 7802929.87950956, 610586.391921511 7802926.63015466, 610579.061325547 7802922.54096616, 610569.529076865 7802916.0922456, 610559.328911031 7802908.68371538, 610558.759944545 7802907.71390767, 610558.677485542 7802906.93406224, 610559.196976386 7802905.78429004, 610562.247954539 7802900.28537943, 610556.385126775 7802895.81626601, 610552.493068175 7802902.95485178, 610508.864064908 7802873.43070949, 610498.317571655 7802865.48228631, 610484.043935542 7802850.56524479))"
PRACA.120380.1959,1959,120380,PRACA,MALTA,"POLYGON ((608316.382106754 7809859.50648372, 608316.415089894 7809856.56706625, 608316.91808866 7809853.24772401, 608317.643726697 7809851.79801121, 608318.6332332 7809850.42828253, 608319.680460938 7809849.15853402, 608320.925590048 7809848.09874388, 608322.34388287 7809847.33889426, 608325.535041824 7809846.35908798, 608328.882872763 7809846.01915488, 608331.661737508 7809846.7790039, 608333.822160689 7809848.3986826, 608334.720962763 7809849.51846056, 608335.413617661 7809851.00816523, 608335.85889589 7809852.52786399, 608336.155748149 7809854.28751522, 608336.295928771 7809857.86680585, 608336.131011246 7809859.68644526, 608335.768192372 7809861.42610054, 608335.182734478 7809863.07577369, 608334.292178678 7809864.66545877, 608333.113016728 7809866.05518351, 608331.909117064 7809867.11497366, 608330.540299576 7809867.86482525, 608328.684974606 7809868.45470861, 608326.730698934 7809868.82463557, 608324.718701976 7809868.75464972, 608322.805655638 7809868.33473322, 608321.148231811 7809867.54488998, 608319.729938714 7809866.37512201, 608318.526038686 7809864.85542335, 608317.602498881 7809863.28573457, 608316.382106754 7809859.50648372))"
PRACA.84469.416,416,84469,PRACA,DA ALVORADA,"POLYGON ((609529.574953499 7809278.16152255, 609529.550215905 7809278.6714215, 609529.508986533 7809279.18132045, 609529.41828182 7809279.65122734, 609529.302839444 7809280.15112829, 609529.154413507 7809280.62103518, 609528.997741683 7809281.1009401, 609528.799840409 7809281.55085096, 609528.560709688 7809282.00076183, 609528.296841298 7809282.43067667, 609528.016481127 7809282.84059547, 609527.703137398 7809283.25051427, 609527.365055996 7809283.62044102, 609527.002236926 7809283.97037172, 609526.614680186 7809284.3103044, 609526.218877552 7809284.61024501, 609525.798337247 7809284.90018761, 609525.36130516 7809285.16013616, 609524.891289514 7809285.39009065, 609524.421273862 7809285.59005109, 609523.94301232 7809285.77001549, 609523.46475077 7809285.90998782, 609522.94525977 7809286.01996611, 609522.450506438 7809286.11994636, 609521.939261319 7809286.16993653, 609521.411524418 7809286.18993264, 609520.900279291 7809286.1799347, 609520.389034161 7809286.14994072, 609519.886034913 7809286.07995465, 609519.374789773 7809285.96997653, 609518.888282295 7809285.84000235, 609518.385283035 7809285.68003413, 609517.91526733 7809285.50006986, 609517.461743397 7809285.28011351, 609517.008219459 7809285.03016312, 609516.571187298 7809284.76021667, 609516.158892799 7809284.4702742, 609515.754844187 7809284.15033766, 609515.375533234 7809283.79040905, 609515.04569762 7809283.44047845, 609514.69937022 7809283.05055577, 609514.410764043 7809282.64063705, 609514.14689553 7809282.2207203, 609513.891272905 7809281.78080753, 609513.676879724 7809281.34089474, 609513.487224205 7809280.86098987, 609513.338798134 7809280.39108303, 609513.215109727 7809279.90118013, 609513.116158985 7809279.40127922, 609513.041945914 7809278.92137434, 609513.017208174 7809278.41147539, 609513.017208106 7809277.9315705, 609513.0419457 7809277.42167155, 609513.116158632 7809276.93176863, 609513.215109231 7809276.4418657, 609513.338797497 7809275.95196277, 609513.487223434 7809275.48205588, 609513.676878815 7809275.00215096, 609513.891271869 7809274.56223811, 609514.146894369 7809274.12232525, 609514.410762762 7809273.70240844, 609514.699368822 7809273.29248964, 609515.045696109 7809272.90256686, 609515.375531623 7809272.54263815, 609515.754842471 7809272.18270943, 609516.158890991 7809271.86277277, 609516.571185406 7809271.57283018, 609517.008217491 7809271.30288361, 609517.461741357 7809271.05293308, 609517.915265227 7809270.83297661, 609518.38528088 7809270.65301221, 609518.888280096 7809270.49304384, 609519.374787535 7809270.36306952, 609519.886032644 7809270.25309125, 609520.389031872 7809270.18310504, 609520.900276993 7809270.15311092, 609521.411522117 7809270.14311283, 609521.939259023 7809270.16310879, 609522.450504157 7809270.2130988, 609522.945257519 7809270.31307892, 609523.464748548 7809270.42305706, 609523.943010139 7809270.56302925, 609524.421271734 7809270.74299351, 609524.891287442 7809270.94295382, 609525.361303155 7809271.17290817, 609525.798335315 7809271.4328566, 609526.218875703 7809271.72279907, 609526.614678424 7809272.02273957, 609527.002235262 7809272.36267215, 609527.365054432 7809272.71260275, 609527.703135941 7809273.0925274, 609528.016479787 7809273.50244612, 609528.296840074 7809273.90236682, 609528.560708588 7809274.33228159, 609528.799839439 7809274.7921904, 609528.997740843 7809275.24210121, 609529.154412804 7809275.72200608, 609529.302838876 7809276.19191294, 609529.418281394 7809276.68181583, 609529.508986243 7809277.1617207, 609529.550215763 7809277.67161964, 609529.574953499 7809278.16152255))"
PRACA.45401.555,555,45401,PRACA,MEM DE SA,"POLYGON ((608592.823401001 7794824.81618396, 608592.81515516 7794825.15611659, 608592.790417535 7794825.44605913, 608592.72445047 7794825.77599374, 608592.67497518 7794826.0759343, 608592.584270443 7794826.37587486, 608592.485319819 7794826.68581345, 608592.353385637 7794826.975756, 608592.213205562 7794827.2357045, 608592.073025492 7794827.53564507, 608591.891615974 7794827.8055916, 608591.701960562 7794828.04554406, 608591.50405926 7794828.28549654, 608591.28966618 7794828.51545098, 608591.067027209 7794828.73540742, 608590.827896455 7794828.91537178, 608590.572273921 7794829.08533813, 608590.308405499 7794829.25530448, 608590.028045293 7794829.39527678, 608589.755930974 7794829.51525304, 608589.46732488 7794829.65522534, 608589.178718775 7794829.71521349, 608588.881866784 7794829.8051957, 608588.576768903 7794829.87518187, 608588.263425124 7794829.89517795, 608587.950081345 7794829.90517601, 608587.661475231 7794829.90517606, 608587.348131448 7794829.88518006, 608587.043033547 7794829.825192, 608586.737935649 7794829.77520194, 608586.449329521 7794829.68521983, 608586.160723396 7794829.5952377, 608585.872117264 7794829.4652635, 608585.600002909 7794829.3352893, 608585.319642663 7794829.18531907, 608585.072265968 7794829.01535279, 608584.816643382 7794828.81539246, 608584.594004352 7794828.61543212, 608584.363119428 7794828.38547773, 608584.156972172 7794828.16552136, 608583.96731669 7794827.91557092, 608583.785907097 7794827.65562247, 608583.629235168 7794827.38567599, 608583.472563239 7794827.11572953, 608583.348874862 7794826.81578899, 608583.241678268 7794826.55584052, 608583.142727555 7794826.23590395, 608583.06026862 7794825.9259654, 608583.010793243 7794825.61602683, 608582.961317865 7794825.30608827, 608582.944826041 7794824.97615366, 608582.944825998 7794824.67621311, 608582.96131773 7794824.35627652, 608583.010793018 7794824.03633993, 608583.060268308 7794823.72640135, 608583.142727154 7794823.42646079, 608583.24167778 7794823.12652022, 608583.348874297 7794822.84657569, 608583.472562588 7794822.54663512, 608583.62923444 7794822.26669058, 608583.785906292 7794822.00674208, 608583.967315811 7794821.73679556, 608584.156971222 7794821.48684507, 608584.363118415 7794821.26688864, 608584.594003272 7794821.03693419, 608584.816642246 7794820.83697379, 608585.072264776 7794820.63701338, 608585.319641421 7794820.46704703, 608585.600001624 7794820.31707671, 608585.872115943 7794820.18710244, 608586.160722038 7794820.05712816, 608586.449328138 7794819.96714595, 608586.737934239 7794819.87716375, 608587.043032125 7794819.82717362, 608587.348130007 7794819.76718546, 608587.661473786 7794819.74718938, 608587.950079899 7794819.74718933, 608588.263423681 7794819.75718731, 608588.576767465 7794819.7771833, 608588.881865366 7794819.84716939, 608589.178717383 7794819.93715151, 608589.467323506 7794819.99713958, 608589.755929639 7794820.13711179, 608590.028043992 7794820.25708798, 608590.308404236 7794820.3970602, 608590.572272708 7794820.56702647, 608590.827895289 7794820.73699275, 608591.067026096 7794820.91695704, 608591.289665129 7794821.13691341, 608591.504058275 7794821.36686781, 608591.701959645 7794821.60682022, 608591.89161513 7794821.8767667, 608592.073024724 7794822.13671514, 608592.213204875 7794822.41665964, 608592.353385028 7794822.69660414, 608592.485319292 7794822.97654863, 608592.584270002 7794823.27648917, 608592.674974823 7794823.57642971, 608592.724450201 7794823.88636827, 608592.790417359 7794824.21630287, 608592.815155069 7794824.51624341, 608592.823401001 7794824.81618396))"
